Date,Description,Amount,Category
14-11-2023,AMAZON INDIA,2142.83,Shopping
01-01-2023,CREDIT - SALARY,95272,Salary
17-09-2023,ZARA,2033.48,Shopping
06-12-2024,UPI/KFC,2024.93,Food
26-07-2023,MCDONALDS,745.87,Food
03-02-2024,GROWW SIP,8657.25,Investment
18-09-2023,NETFLIX SUB,1387.71,Entertainment
05-11-2024,BESCOM BILL,2298.72,Utilities
31-03-2023,STARBUCKS,1786.43,Food
23-04-2024,UPI/DECATHLON,7339.84,Shopping
21-04-2023,BOOKMYSHOW,1312.28,Entertainment
23-01-2023,UPI/ZOMATO,1337.28,Food
15-02-2023,DOMINOS PIZZA,1093.57,Food
15-08-2024,UPI/KFC,1019.07,Food
04-09-2023,UPI/KFC,159.7,Food
01-05-2023,FLIPKART,3683.44,Shopping
13-10-2023,SPOTIFY PREMIUM,287.17,Entertainment
18-11-2023,UPI/RENT TRANSFER,23243.54,Rent
24-12-2023,GROCERY STORE,1490.4,Food
15-07-2024,UNIQLO,662.07,Shopping
24-02-2024,BESCOM BILL,2590.04,Utilities
14-05-2023,BOOKMYSHOW,227.14,Entertainment
26-07-2023,DISNEY+ HOTSTAR,1241.86,Entertainment
21-03-2024,AMAZON INDIA,576.73,Shopping
24-03-2024,DOMINOS PIZZA,1404.89,Food
09-07-2024,BAJAJ FINSERV EMI,43806.84,EMI
21-04-2024,DOMINOS PIZZA,455.84,Food
07-01-2024,PVR CINEMAS,1257.17,Entertainment
13-09-2023,BESCOM BILL,2316.47,Utilities
20-03-2024,AMAZON INDIA,7149.3,Shopping
15-08-2024,BLINKIT,1574.33,Food
09-02-2023,BOOKMYSHOW,1263.7,Entertainment
09-09-2024,FLIPKART,2185.99,Shopping
06-03-2024,NETFLIX SUB,1318.35,Entertainment
23-06-2024,FLIPKART,4731.94,Shopping
16-05-2024,UPI/KFC,1982.29,Food
22-04-2024,JIO FIBER,1010.08,Utilities
16-05-2024,DOMINOS PIZZA,755.95,Food
05-07-2023,DOMINOS PIZZA,1959.06,Food
27-11-2024,JIO FIBER,2711.36,Utilities
21-12-2024,BLINKIT,1674.06,Food
24-05-2024,BOOKMYSHOW,1170.65,Entertainment
19-02-2023,UPI/KFC,2245.17,Food
12-05-2024,UNIQLO,5521.51,Shopping
02-07-2023,NETFLIX SUB,1453.47,Entertainment
19-05-2023,DOMINOS PIZZA,2077.83,Food
28-11-2024,BOOKMYSHOW,249.18,Entertainment
20-12-2024,DOMINOS PIZZA,744.94,Food
09-02-2023,SBI HOME LOAN EMI,27112.28,EMI
30-01-2023,GROWW SIP,19661.68,Investment
23-07-2023,MCDONALDS,997.82,Food
14-08-2023,ACH DEBIT - HDFC HOME LOAN,35498.24,EMI
23-02-2023,UPI/KFC,1011,Food
06-02-2024,STARBUCKS,783.66,Food
26-11-2023,IGL GAS BILL,2909.79,Utilities
11-11-2023,SALARY CREDIT - TCS,101409.78,Salary
26-03-2023,ZARA,2790.71,Shopping
22-02-2024,NETFLIX SUB,560.83,Entertainment
18-09-2024,UNIQLO,4580.95,Shopping
31-08-2023,FLIPKART,3452.17,Shopping
07-11-2023,AIRTEL POSTPAID,1166.46,Utilities
03-01-2023,JIO FIBER,616.36,Utilities
17-02-2024,DOMINOS PIZZA,398.25,Food
27-08-2024,BESCOM BILL,1508.51,Utilities
05-08-2023,AMAZON INDIA,3668.02,Shopping
17-12-2024,DOMINOS PIZZA,1239.18,Food
06-01-2024,AIRTEL POSTPAID,2494.91,Utilities
08-12-2024,NPS CONTRIBUTION,5200.59,Investment
05-02-2024,SALARY CREDIT - TCS,86730.86,Salary
27-06-2023,AMAZON INDIA,2968.46,Shopping
13-07-2024,AMAZON INDIA,6765.15,Shopping
23-06-2023,UPI/ZOMATO,2232.33,Food
30-08-2024,ZARA,4196.17,Shopping
12-02-2024,SALARY CREDIT - TCS,137689.71,Salary
31-10-2024,UPI/KFC,1337.19,Food
20-10-2024,UPI/RENT TRANSFER,19403.2,Rent
12-12-2023,BESCOM BILL,1262.75,Utilities
09-07-2024,STARBUCKS,1161.87,Food
30-05-2024,ZERODHA BROKING,12530.33,Investment
16-03-2024,MYNTRA,5907.48,Shopping
03-01-2024,UPI/KFC,926.58,Food
04-09-2024,ZARA,6068.07,Shopping
06-11-2023,UPI/KFC,1134.06,Food
01-10-2024,GROCERY STORE,1117.69,Food
25-08-2023,BLINKIT,2466.1,Food
28-07-2024,AIRTEL POSTPAID,2508.95,Utilities
04-03-2023,UNIQLO,1689.76,Shopping
23-06-2024,AIRTEL POSTPAID,2670.15,Utilities
29-08-2024,FLIPKART,5524.77,Shopping
09-04-2023,SPOTIFY PREMIUM,803.02,Entertainment
27-03-2024,DISNEY+ HOTSTAR,613.16,Entertainment
08-08-2023,UPI/KFC,1160.57,Food
29-04-2023,MCDONALDS,1022.08,Food
14-06-2023,SBI HOME LOAN EMI,27477.96,EMI
17-07-2023,SPOTIFY PREMIUM,1131.52,Entertainment
19-08-2024,AIRTEL POSTPAID,1819.24,Utilities
21-01-2024,ICICI CAR LOAN,40909.61,EMI
15-12-2023,PVR CINEMAS,822.49,Entertainment
24-01-2024,NPS CONTRIBUTION,11439.64,Investment
10-03-2024,JIO FIBER,2452.07,Utilities
21-12-2024,GROWW SIP,11103.69,Investment
08-05-2024,DOMINOS PIZZA,1039.07,Food
27-10-2023,UNIQLO,4583.05,Shopping
27-09-2023,AIRTEL POSTPAID,1096.26,Utilities
13-12-2024,DOMINOS PIZZA,1616.85,Food
21-11-2024,BOOKMYSHOW,825.64,Entertainment
28-10-2024,ACH DEBIT - HDFC HOME LOAN,43297.84,EMI
04-07-2023,MYNTRA,3396.13,Shopping
12-04-2023,ZARA,5832.96,Shopping
18-03-2024,AMAZON INDIA,3785.35,Shopping
24-12-2024,STARBUCKS,1050.33,Food
15-07-2023,UPI/ZOMATO,1902.61,Food
19-08-2023,UPI/SWIGGY,2357.09,Food
16-08-2024,NOBROKER RENT,21727.57,Rent
16-05-2023,MCDONALDS,1139.66,Food
09-07-2023,DISNEY+ HOTSTAR,1475.98,Entertainment
01-07-2023,UPI/SWIGGY,274.47,Food
19-10-2024,MCDONALDS,1346.52,Food
22-05-2024,UPI/KFC,1590.3,Food
02-08-2023,BOOKMYSHOW,1336.18,Entertainment
14-12-2023,BESCOM BILL,2652.95,Utilities
19-10-2024,UPI/ZOMATO,2268.87,Food
20-12-2024,UPI/DECATHLON,7839.69,Shopping
08-11-2023,BLINKIT,2443.35,Food
21-02-2023,MYNTRA,3432.82,Shopping
10-01-2023,UPI/ZOMATO,1165.85,Food
23-01-2023,JIO FIBER,2398.82,Utilities
11-08-2023,BESCOM BILL,1802.75,Utilities
06-03-2024,UNIQLO,3988.24,Shopping
23-02-2024,SPOTIFY PREMIUM,1157.75,Entertainment
11-07-2023,GROCERY STORE,2206.71,Food
12-01-2023,UPI/DECATHLON,7289.86,Shopping
10-03-2024,UPI/DECATHLON,2076.91,Shopping
23-09-2023,ACCENTURE PAYROLL,99790.55,Salary
23-04-2023,AIRTEL POSTPAID,685.77,Utilities
12-09-2023,NETFLIX SUB,427.84,Entertainment
26-10-2024,TO LANDLORD,27344.53,Rent
12-05-2024,BESCOM BILL,2132.43,Utilities
29-06-2024,STARBUCKS,1445.95,Food
31-12-2024,MYNTRA,5108.75,Shopping
02-01-2023,FLIPKART,3889.32,Shopping
01-04-2023,MYNTRA,5199.57,Shopping
03-05-2023,UPI/ZOMATO,776.08,Food
04-04-2023,DOMINOS PIZZA,1645.6,Food
15-03-2023,DOMINOS PIZZA,2249.21,Food
15-05-2024,BLINKIT,643.69,Food
23-06-2023,PVR CINEMAS,1232.76,Entertainment
13-02-2023,BAJAJ FINSERV EMI,34387.2,EMI
04-04-2024,SPOTIFY PREMIUM,575.91,Entertainment
02-09-2024,UPI/DECATHLON,4426.43,Shopping
18-10-2023,GROCERY STORE,294.46,Food
01-12-2023,UNIQLO,2224.18,Shopping
02-11-2024,UPI/SWIGGY,667.44,Food
21-03-2024,TO LANDLORD,19668.97,Rent
12-02-2024,UPI/DECATHLON,688.2,Shopping
11-10-2024,BLINKIT,723.2,Food
15-05-2023,UPI/KFC,1590.26,Food
21-04-2023,PVR CINEMAS,262.08,Entertainment
09-05-2023,BLINKIT,472.2,Food
09-09-2023,UNIQLO,4894.83,Shopping
08-12-2024,MYNTRA,4274.3,Shopping
16-07-2024,JIO FIBER,2165.79,Utilities
28-06-2024,ACCENTURE PAYROLL,106235.64,Salary
27-10-2023,UPI/KFC,1117.82,Food
09-12-2024,GROWW SIP,18796.07,Investment
27-08-2024,MYNTRA,4854.16,Shopping
18-03-2023,GROCERY STORE,447.11,Food
01-08-2024,AIRTEL POSTPAID,971.2,Utilities
02-01-2024,BOOKMYSHOW,554.03,Entertainment
31-05-2024,MCDONALDS,1834.7,Food
13-05-2024,DOMINOS PIZZA,510.18,Food
13-01-2023,BOOKMYSHOW,366.45,Entertainment
04-09-2023,ZARA,6926.54,Shopping
01-08-2023,BOOKMYSHOW,233.47,Entertainment
06-04-2023,GROCERY STORE,1728.5,Food
15-02-2023,IGL GAS BILL,1957.52,Utilities
23-06-2023,SALARY CREDIT - TCS,114561.21,Salary
22-06-2024,MYNTRA,4287.24,Shopping
02-07-2023,BLINKIT,1663.4,Food
11-07-2023,AMAZON INDIA,5827.49,Shopping
04-07-2024,UPI/DECATHLON,1686.28,Shopping
28-12-2023,BOOKMYSHOW,865.99,Entertainment
03-06-2023,AIRTEL POSTPAID,2147.28,Utilities
01-04-2024,UPI/KFC,984.67,Food
14-11-2024,UPI/ZOMATO,1882.92,Food
28-03-2023,BAJAJ FINSERV EMI,44419.35,EMI
15-05-2023,BAJAJ FINSERV EMI,35878.11,EMI
15-10-2023,UNIQLO,5243.27,Shopping
16-11-2024,GROCERY STORE,1484.77,Food
14-04-2023,UPI/KFC,1659.71,Food
16-10-2024,SPOTIFY PREMIUM,706.78,Entertainment
07-03-2023,PPF TRANSFER,13246.28,Investment
02-10-2023,BOOKMYSHOW,562.18,Entertainment
08-05-2024,MCDONALDS,1783.37,Food
01-05-2024,UPI/ZOMATO,1509.1,Food
13-03-2023,BESCOM BILL,1352.99,Utilities
14-10-2023,UPI/KFC,1716.81,Food
24-10-2023,ZARA,7399.39,Shopping
30-04-2023,UPI/KFC,1721,Food
19-06-2024,GROCERY STORE,322.44,Food
15-02-2023,SPOTIFY PREMIUM,1257.22,Entertainment
01-03-2023,BLINKIT,1668.07,Food
10-12-2024,INFOSYS SALARY,100288.27,Salary
11-10-2023,DISNEY+ HOTSTAR,1081.36,Entertainment
31-05-2024,UPI/ZOMATO,812.55,Food
28-07-2024,UPI/SWIGGY,1561.01,Food
28-06-2023,BLINKIT,932.62,Food
12-08-2024,UPI/DECATHLON,7940.85,Shopping
09-10-2023,DOMINOS PIZZA,2240.79,Food
29-11-2023,AIRTEL POSTPAID,1677.51,Utilities
15-09-2024,SPOTIFY PREMIUM,855.65,Entertainment
04-06-2023,BLINKIT,700.43,Food
02-05-2024,ZARA,2520.9,Shopping
10-08-2023,PVR CINEMAS,1086.36,Entertainment
06-12-2023,FLIPKART,4642.31,Shopping
27-09-2023,UPI/KFC,2136.7,Food
28-01-2024,SPOTIFY PREMIUM,365.11,Entertainment
05-09-2024,BESCOM BILL,2695.01,Utilities
15-06-2023,AIRTEL POSTPAID,787.7,Utilities
08-10-2024,NETFLIX SUB,603.43,Entertainment
26-10-2024,PVR CINEMAS,248.95,Entertainment
26-07-2024,STARBUCKS,724.54,Food
28-06-2024,ZARA,1643.91,Shopping
20-02-2023,ICICI CAR LOAN,37332.29,EMI
01-04-2024,MCDONALDS,375.99,Food
24-04-2023,PPF TRANSFER,14537.99,Investment
03-09-2024,BLINKIT,730.3,Food
25-02-2024,UPI/KFC,2304.11,Food
15-06-2023,AIRTEL POSTPAID,2797.36,Utilities
05-02-2024,SPOTIFY PREMIUM,1499.56,Entertainment
26-12-2023,UPI/SWIGGY,271.02,Food
27-03-2024,DISNEY+ HOTSTAR,414.81,Entertainment
31-01-2023,MYNTRA,990.68,Shopping
04-07-2024,IGL GAS BILL,2109.11,Utilities
05-08-2023,BLINKIT,718.37,Food
02-09-2023,UNIQLO,7367.72,Shopping
04-07-2024,UPI/KFC,419.94,Food
05-11-2023,NOBROKER RENT,24958.8,Rent
14-07-2024,DOMINOS PIZZA,1197.71,Food
27-12-2023,DOMINOS PIZZA,2220.23,Food
26-11-2023,AIRTEL POSTPAID,1245.6,Utilities
24-07-2023,DOMINOS PIZZA,224.43,Food
13-02-2023,UPI/SWIGGY,1486.9,Food
11-07-2023,BLINKIT,1135.75,Food
19-03-2024,STARBUCKS,434.56,Food
25-05-2023,GROCERY STORE,1867.68,Food
28-06-2023,AMAZON INDIA,4209.77,Shopping
24-11-2024,AIRTEL POSTPAID,1051.32,Utilities
13-06-2024,UPI/ZOMATO,1680.32,Food
09-02-2024,AMAZON INDIA,3397.33,Shopping
12-09-2023,STARBUCKS,2427.02,Food
29-05-2023,SPOTIFY PREMIUM,1391.97,Entertainment
24-07-2024,ACH DEBIT - HDFC HOME LOAN,30113.96,EMI
20-08-2023,MYNTRA,3816.79,Shopping
25-01-2023,MCDONALDS,2007.87,Food
10-03-2024,UPI/ZOMATO,1519.83,Food
20-01-2024,BESCOM BILL,1957.02,Utilities
28-10-2024,AMAZON INDIA,2028.25,Shopping
15-01-2024,FLIPKART,5646.26,Shopping
10-10-2024,STARBUCKS,831.25,Food
23-08-2024,SPOTIFY PREMIUM,1225.05,Entertainment
24-11-2023,ACCENTURE PAYROLL,84184.22,Salary
04-11-2023,BOOKMYSHOW,286.2,Entertainment
18-11-2024,STARBUCKS,1810.07,Food
12-11-2024,DISNEY+ HOTSTAR,1380.7,Entertainment
08-07-2023,UPI/KFC,234.93,Food
14-05-2024,UPI/DECATHLON,6397.42,Shopping
05-08-2024,GROCERY STORE,737.19,Food
05-04-2023,BESCOM BILL,1169.86,Utilities
20-08-2023,MYNTRA,6452.89,Shopping
24-04-2024,BLINKIT,1915.3,Food
31-03-2023,MCDONALDS,1537.8,Food
18-02-2023,SPOTIFY PREMIUM,1183.02,Entertainment
04-02-2023,PPF TRANSFER,7236.91,Investment
06-04-2023,IGL GAS BILL,601.08,Utilities
23-06-2024,PVR CINEMAS,731.03,Entertainment
19-03-2024,PVR CINEMAS,551.04,Entertainment
05-12-2023,PVR CINEMAS,488.1,Entertainment
02-08-2024,AMAZON INDIA,1678.53,Shopping
02-12-2023,DISNEY+ HOTSTAR,938.11,Entertainment
29-01-2024,PVR CINEMAS,231.22,Entertainment
12-12-2023,SBI HOME LOAN EMI,44350.11,EMI
08-12-2024,NETFLIX SUB,625.61,Entertainment
25-04-2024,DISNEY+ HOTSTAR,1416.26,Entertainment
06-05-2023,NETFLIX SUB,208.29,Entertainment
21-06-2024,BLINKIT,1731.02,Food
22-11-2023,UPI/SWIGGY,1120.84,Food
08-01-2024,NETFLIX SUB,1177.7,Entertainment
21-01-2023,JIO FIBER,610.87,Utilities
05-09-2024,MYNTRA,7933.21,Shopping
05-07-2023,UPI/SWIGGY,2155.36,Food
20-12-2023,TO LANDLORD,17258.78,Rent
05-01-2023,UPI/ZOMATO,1585.33,Food
26-11-2024,AIRTEL POSTPAID,1051.11,Utilities
07-03-2024,JIO FIBER,1501.05,Utilities
19-11-2023,GROCERY STORE,1939.09,Food
14-05-2024,GROCERY STORE,812.63,Food
17-04-2024,UPI/ZOMATO,945.91,Food
13-01-2023,NPS CONTRIBUTION,6974.07,Investment
01-08-2023,CREDIT - SALARY,97696.78,Salary
14-07-2023,ZERODHA BROKING,12006.56,Investment
04-01-2023,BOOKMYSHOW,648.06,Entertainment
09-10-2024,UNIQLO,2382.27,Shopping
02-12-2023,UPI/KFC,1258.11,Food
17-03-2024,AIRTEL POSTPAID,1005.83,Utilities
02-06-2023,NETFLIX SUB,674.15,Entertainment
16-06-2024,DOMINOS PIZZA,2202.26,Food
14-11-2023,GROWW SIP,11473.56,Investment
22-09-2024,ZARA,1403.6,Shopping
28-02-2024,ZERODHA BROKING,11284.79,Investment
26-06-2024,DISNEY+ HOTSTAR,703.38,Entertainment
02-05-2024,DISNEY+ HOTSTAR,1144.79,Entertainment
19-09-2023,HOUSE RENT,29675.23,Rent
27-06-2023,UPI/DECATHLON,6428.06,Shopping
27-06-2023,UPI/SWIGGY,1504.58,Food
09-10-2024,IGL GAS BILL,857.21,Utilities
29-10-2023,UPI/DECATHLON,7351.74,Shopping
16-05-2023,BLINKIT,351.54,Food
04-03-2024,DISNEY+ HOTSTAR,638.1,Entertainment
01-05-2023,GROCERY STORE,1369.17,Food
10-04-2023,MCDONALDS,2164.78,Food
08-01-2023,STARBUCKS,865.72,Food
28-03-2023,IGL GAS BILL,1721.19,Utilities
11-08-2023,NPS CONTRIBUTION,16359.71,Investment
12-07-2023,MCDONALDS,2134.87,Food
20-05-2024,UPI/RENT TRANSFER,34920.72,Rent
22-06-2023,UPI/SWIGGY,1316.88,Food
01-01-2024,MYNTRA,4982.02,Shopping
04-03-2023,UPI/SWIGGY,320.22,Food
10-09-2023,UPI/ZOMATO,733.2,Food
26-05-2023,SPOTIFY PREMIUM,1268.48,Entertainment
16-08-2024,ZARA,7934.89,Shopping
18-04-2023,BOOKMYSHOW,526.53,Entertainment
06-09-2024,UPI/KFC,1596.87,Food
07-04-2023,ICICI CAR LOAN,40017.46,EMI
07-04-2024,AIRTEL POSTPAID,1079.81,Utilities
03-05-2024,DOMINOS PIZZA,370.44,Food
14-06-2023,SPOTIFY PREMIUM,742.79,Entertainment
31-08-2024,ZARA,1606.29,Shopping
01-08-2023,NETFLIX SUB,1208.16,Entertainment
02-07-2024,BOOKMYSHOW,822.94,Entertainment
05-12-2023,UPI/KFC,902.51,Food
30-08-2023,UPI/SWIGGY,1912.28,Food
06-03-2023,GROCERY STORE,351.21,Food
08-01-2023,GROWW SIP,7336.03,Investment
14-03-2024,MYNTRA,6588.32,Shopping
26-10-2023,STARBUCKS,1777.47,Food
25-03-2023,STARBUCKS,2476.35,Food
13-09-2024,MCDONALDS,2112.8,Food
08-07-2023,BESCOM BILL,847.69,Utilities
21-03-2024,STARBUCKS,974.79,Food
04-09-2023,BLINKIT,1902.32,Food
23-05-2023,BLINKIT,1817.5,Food
25-02-2023,MYNTRA,1904.5,Shopping
06-06-2024,GROWW SIP,14163.19,Investment
05-04-2023,SPOTIFY PREMIUM,1375.91,Entertainment
24-01-2023,UPI/SWIGGY,2047.03,Food
09-06-2023,DISNEY+ HOTSTAR,1338.29,Entertainment
29-09-2023,DISNEY+ HOTSTAR,1225.15,Entertainment
12-12-2023,BOOKMYSHOW,997.5,Entertainment
08-07-2024,GROWW SIP,16156.2,Investment
27-07-2023,PVR CINEMAS,1266.38,Entertainment
05-04-2023,DOMINOS PIZZA,1749.24,Food
15-04-2023,SPOTIFY PREMIUM,940.01,Entertainment
03-09-2024,NETFLIX SUB,344.34,Entertainment
15-11-2023,DOMINOS PIZZA,935.62,Food
02-06-2024,PPF TRANSFER,11003.48,Investment
02-10-2023,AMAZON INDIA,6637.28,Shopping
22-04-2023,MYNTRA,1671.12,Shopping
27-02-2024,UPI/SWIGGY,1445.55,Food
29-03-2023,UPI/SWIGGY,190.51,Food
27-03-2023,BESCOM BILL,561.37,Utilities
28-05-2024,AMAZON INDIA,762.31,Shopping
27-11-2024,MCDONALDS,203.99,Food
26-01-2024,ZERODHA BROKING,10171.31,Investment
02-06-2023,DOMINOS PIZZA,2294.98,Food
06-08-2023,JIO FIBER,1224.7,Utilities
04-09-2023,MCDONALDS,1510.87,Food
09-10-2024,MCDONALDS,2483.11,Food
20-06-2024,GROWW SIP,15915.91,Investment
12-04-2023,MYNTRA,6439.27,Shopping
24-10-2024,DOMINOS PIZZA,1665.5,Food
05-07-2023,SPOTIFY PREMIUM,551.26,Entertainment
12-07-2023,MYNTRA,5852.21,Shopping
07-05-2023,GROCERY STORE,1717.76,Food
28-02-2023,AMAZON INDIA,4034.14,Shopping
26-07-2024,BOOKMYSHOW,546.22,Entertainment
12-02-2024,GROWW SIP,8938.25,Investment
16-02-2023,BESCOM BILL,525.64,Utilities
27-07-2024,UPI/DECATHLON,4238.89,Shopping
05-08-2023,ZERODHA BROKING,15126.5,Investment
10-08-2024,PPF TRANSFER,8736.81,Investment
16-09-2024,UPI/SWIGGY,634.58,Food
23-02-2024,NETFLIX SUB,1121.96,Entertainment
16-01-2024,MYNTRA,1322.1,Shopping
05-04-2024,MYNTRA,7884.99,Shopping
22-10-2024,AMAZON INDIA,5577.86,Shopping
26-03-2024,ZERODHA BROKING,6608.94,Investment
11-02-2024,AMAZON INDIA,1963.94,Shopping
05-08-2024,BOOKMYSHOW,588.3,Entertainment
07-07-2024,AMAZON INDIA,892.63,Shopping
03-12-2024,NOBROKER RENT,19109.34,Rent
26-11-2024,UPI/DECATHLON,1606.54,Shopping
15-04-2024,GROCERY STORE,750.62,Food
29-12-2023,UPI/DECATHLON,7242.57,Shopping
28-03-2023,IGL GAS BILL,2898.62,Utilities
29-11-2024,UPI/KFC,2174.99,Food
12-10-2023,MYNTRA,1683.29,Shopping
09-01-2023,BOOKMYSHOW,269.52,Entertainment
13-08-2023,MYNTRA,2632.71,Shopping
03-08-2024,TO LANDLORD,22929.03,Rent
06-02-2024,SPOTIFY PREMIUM,731.77,Entertainment
15-06-2023,UPI/KFC,1684.49,Food
02-08-2023,JIO FIBER,1278.15,Utilities
08-02-2024,FLIPKART,6090.74,Shopping
24-05-2023,NETFLIX SUB,619.16,Entertainment
09-01-2023,MCDONALDS,1300.3,Food
12-02-2023,UPI/KFC,2216.19,Food
06-08-2023,UPI/SWIGGY,472.86,Food
02-08-2023,UNIQLO,3739.06,Shopping
16-09-2024,UNIQLO,4660.63,Shopping
24-03-2023,MCDONALDS,814.46,Food
17-04-2024,BLINKIT,1042.98,Food
27-03-2023,AMAZON INDIA,4537.82,Shopping
16-08-2023,ZARA,4392.89,Shopping
07-08-2024,GROCERY STORE,1799.85,Food
29-10-2024,ZARA,2916.79,Shopping
10-01-2024,UPI/ZOMATO,2325,Food
06-11-2023,UNIQLO,2757.43,Shopping
02-08-2024,AIRTEL POSTPAID,2180.08,Utilities
23-07-2024,NETFLIX SUB,817.35,Entertainment
21-07-2024,ICICI CAR LOAN,33334.04,EMI
05-07-2024,UPI/DECATHLON,2886.09,Shopping
01-01-2023,SBI HOME LOAN EMI,44378.78,EMI
08-12-2023,UPI/ZOMATO,468.69,Food
20-06-2024,DOMINOS PIZZA,292.13,Food
01-05-2024,UPI/ZOMATO,511.61,Food
18-08-2023,BAJAJ FINSERV EMI,33490.67,EMI
26-08-2023,BOOKMYSHOW,1118.71,Entertainment
18-02-2023,PVR CINEMAS,1289.02,Entertainment
16-03-2023,AIRTEL POSTPAID,2556.9,Utilities
04-04-2023,BESCOM BILL,1760.12,Utilities
17-04-2024,IGL GAS BILL,1971.38,Utilities
30-03-2023,GROWW SIP,12179.27,Investment
26-03-2024,JIO FIBER,2800.09,Utilities
30-05-2023,BOOKMYSHOW,569.16,Entertainment
03-04-2024,MYNTRA,641.19,Shopping
30-06-2023,BLINKIT,295.34,Food
11-12-2024,UPI/KFC,1244.88,Food
17-11-2023,DISNEY+ HOTSTAR,1491.92,Entertainment
12-06-2024,NPS CONTRIBUTION,12737.13,Investment
18-03-2023,UNIQLO,5254.47,Shopping
28-07-2024,AMAZON INDIA,2997.93,Shopping
12-12-2024,UNIQLO,2866.04,Shopping
11-02-2023,STARBUCKS,1617.89,Food
06-01-2024,SPOTIFY PREMIUM,646.82,Entertainment
21-12-2023,UPI/SWIGGY,433.08,Food
18-12-2024,UPI/ZOMATO,1688.74,Food
18-07-2023,BESCOM BILL,2889.2,Utilities
01-01-2024,BAJAJ FINSERV EMI,38959.13,EMI
17-09-2023,DOMINOS PIZZA,1363.59,Food
25-01-2024,MCDONALDS,911.48,Food
27-02-2024,GROCERY STORE,2123.51,Food
22-02-2023,SPOTIFY PREMIUM,1120.04,Entertainment
10-01-2024,BESCOM BILL,2610.87,Utilities
10-06-2023,STARBUCKS,1843.55,Food
24-09-2024,PVR CINEMAS,1351.11,Entertainment
30-12-2023,NETFLIX SUB,1282.2,Entertainment
05-02-2023,BOOKMYSHOW,507.51,Entertainment
06-02-2024,UPI/ZOMATO,246.16,Food
30-11-2023,UPI/DECATHLON,7407.98,Shopping
31-07-2024,AMAZON INDIA,2381.45,Shopping
21-05-2023,MYNTRA,5714.99,Shopping
09-07-2023,AMAZON INDIA,3435.64,Shopping
03-11-2023,SPOTIFY PREMIUM,1393.57,Entertainment
22-08-2024,INFOSYS SALARY,139730.98,Salary
21-04-2024,AIRTEL POSTPAID,2189.83,Utilities
18-06-2023,BOOKMYSHOW,634.53,Entertainment
29-12-2024,AMAZON INDIA,3147.4,Shopping
21-03-2024,GROCERY STORE,215.08,Food
04-02-2024,GROWW SIP,11943.33,Investment
08-08-2023,AIRTEL POSTPAID,2735.21,Utilities
23-02-2024,MYNTRA,6213.23,Shopping
30-04-2023,UPI/DECATHLON,860.36,Shopping
20-09-2023,MCDONALDS,151.87,Food
25-08-2023,NETFLIX SUB,855.79,Entertainment
25-08-2024,GROWW SIP,13806.17,Investment
28-08-2023,DISNEY+ HOTSTAR,1066.6,Entertainment
02-06-2023,GROCERY STORE,2135.62,Food
23-07-2023,BLINKIT,269.01,Food
03-01-2023,STARBUCKS,436.31,Food
02-04-2023,DOMINOS PIZZA,1166.08,Food
11-10-2024,NOBROKER RENT,24137.95,Rent
21-01-2024,NOBROKER RENT,20292.52,Rent
09-06-2024,UPI/DECATHLON,3511.57,Shopping
18-08-2023,ZARA,7837.36,Shopping
15-09-2024,UPI/SWIGGY,151.66,Food
12-09-2023,UPI/KFC,1610.74,Food
19-10-2023,CREDIT - SALARY,102634.85,Salary
07-12-2023,UPI/DECATHLON,5367.3,Shopping
25-09-2023,UPI/SWIGGY,1194.93,Food
01-08-2023,PVR CINEMAS,255.72,Entertainment
08-04-2024,UPI/DECATHLON,1432.17,Shopping
17-04-2024,NOBROKER RENT,33557.27,Rent
14-05-2024,UPI/SWIGGY,2295.97,Food
14-07-2024,NETFLIX SUB,1003.29,Entertainment
26-09-2023,DISNEY+ HOTSTAR,1103.21,Entertainment
12-06-2023,UPI/DECATHLON,1735.35,Shopping
22-11-2024,UPI/KFC,1711.43,Food
30-12-2024,UPI/SWIGGY,975.23,Food
21-02-2023,JIO FIBER,1159.37,Utilities
14-12-2023,UNIQLO,777.15,Shopping
19-11-2024,SPOTIFY PREMIUM,1160.94,Entertainment
13-06-2023,BLINKIT,2031.87,Food
04-07-2023,UPI/ZOMATO,213.65,Food
26-01-2023,STARBUCKS,1517.77,Food
29-04-2023,DOMINOS PIZZA,1623.23,Food
11-11-2023,ACCENTURE PAYROLL,145074.7,Salary
01-06-2023,UPI/ZOMATO,1300.79,Food
21-05-2024,STARBUCKS,1923.25,Food
26-07-2024,UPI/KFC,696.32,Food
18-06-2023,GROCERY STORE,2186.27,Food
02-09-2023,FLIPKART,1493.26,Shopping
09-07-2023,DISNEY+ HOTSTAR,582.87,Entertainment
30-08-2024,DISNEY+ HOTSTAR,1204.85,Entertainment
22-07-2024,PVR CINEMAS,1064.05,Entertainment
06-01-2024,BLINKIT,1569.69,Food
05-05-2023,ZARA,5722.97,Shopping
16-02-2023,SPOTIFY PREMIUM,617.19,Entertainment
26-06-2024,BOOKMYSHOW,788.64,Entertainment
28-12-2023,UPI/ZOMATO,1937.66,Food
17-06-2023,NETFLIX SUB,246.52,Entertainment
03-04-2023,PPF TRANSFER,15623.74,Investment
18-01-2024,STARBUCKS,186.48,Food
08-02-2023,DISNEY+ HOTSTAR,1071.81,Entertainment
15-12-2023,NOBROKER RENT,33562.28,Rent
